P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE
p1_155,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific1,2506.0888888888894
p1_155,2,R,f,,,,,,,L,L,X,X,X,R,R,R,R,L,L,R,R,0,1,prolific1,2492.605565175565
p1_155,3,R,a,,,,,,,R3,R3,R3,R3,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific1,2557.477777777778
p1_156,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065
p1_156,3,L,m,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L3,R1,R3,0,4,prolific1,2542.077777777778
p1_156,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,R2,L3,R2,L1,L1,R1,R3,0,2,prolific1,2460.3833333333337
p1_156,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2477.1562578162584
p1_157,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,X,R,1,2,prolific1,2428.693436748437
p1_157,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific1,2561.6222222222223
p1_157,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,X,L,R,R,1,1,prolific1,2444.2240476190473
p1_157,3,C,f,,,,X1,X1,X1,X1,X1,X1,R2,R2,R2,,,,L1,L2,R1,R3,0,4,prolific1,2483.9022222222225
p1_158,2,L,f,L,R,R,L,R,L,R,L,L,,,,,,,R,L,L,L,3,1,prolific1,2166.76271025271
p1_158,3,C,b,,,,R1,R2,R2,R1,R2,R2,R2,R1,R2,,,,L2,L2,R2,R2,0,2,prolific1,2410.9571164021168
p1_158,3,R,m,,,,,,,X1,X1,R2,R2,R2,X1,R2,R2,X1,L2,L2,R1,X1,1,4,prolific1,2432.6361904761907
p1_158,2,R,a,,,,,,,L,L,X,X,X,X,R,X,R,L,L,R,R,0,3,prolific1,2473.818994708995
r1_001,3,C,m,,,,L2,X1,X1,X1,X1,X1,X1,X1,R2,,,,L1,L1,R1,R1,0,4,rep,2494.9333333333334
r1_001,3,R,b,,,,,,,L3,L3,X1,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2487.45
r1_001,2,C,f,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,rep,2492.815052910053
r1_001,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2524.84303992304
r1_002,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169
r1_002,3,R,b,,,,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2475.597460317461
r1_002,2,C,f,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.2607294557292
r1_002,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,0,3,rep,2535.4665569615568
r1_003,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169
r1_003,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2513.9808465608467
r1_003,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2558.988888888889
r1_003,2,C,f,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,rep,2487.067222222222
r1_004,2,R,m,,,,,,,X,R,X,X,X,X,X,R,R,L,L,R,R,0,4,rep,2487.2737301587304
r1_004,3,C,f,,,,L2,L2,L1,L1,L1,L2,R2,R2,R2,,,,L1,L2,R2,R2,0,1,rep,2440.274126984127
r1_004,2,C,b,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,rep,2481.775945165946
r1_004,3,L,a,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,,,,L1,L1,R1,R1,0,3,rep,2525.177777777778
r1_005,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_005,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,X1,,,,,,,L1,L1,R1,R1,0,1,rep,2548.222222222222
r1_005,2,L,m,L,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,rep,2492.1836507936505
r1_005,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,,,,L1,L1,R1,R1,0,3,rep,2501.427777777778
r1_006,3,C,m,,,,L2,R3,R3,R3,R3,R3,R3,R2,R2,,,,L3,L3,R1,R1,0,4,rep,2482.0777777777785
r1_006,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2521.222972582973
r1_006,3,R,b,,,,,,,L2,L3,L3,L3,L3,R3,R2,R3,R2,L1,L1,R1,R1,0,1,rep,2476.8333333333335
r1_006,2,C,f,,,,X,X,X,X,R,X,R,R,R,,,,L,L,R,R,0,2,rep,2473.7259451659456
r1_007,3,L,m,L2,L2,L1,L1,L1,R2,L1,L2,L2,,,,,,,L1,L1,R1,R1,0,4,rep,2470.979920634921
r1_007,2,C,a,,,,L,L,R,R,R,L,L,R,R,,,,L,L,R,R,0,3,rep,2420.028737373738
r1_007,3,R,f,,,,,,,L1,L2,L2,L1,L1,L2,L2,R2,R2,L1,L2,R1,R1,0,1,rep,2386.616507936508
r1_007,2,L,b,L,L,R,R,R,R,R,L,R,,,,,,,L,L,R,R,0,2,rep,2406.8632661782667
r1_008,2,R,m,,,,,,,X,X,X,X,R,R,X,R,R,L,L,R,R,0,4,rep,2506.0883140933142
r1_008,3,L,a,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,rep,2517.3
r1_008,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,L1,L1,R1,R1,0,1,rep,2482.8034920634923
r1_008,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.2607294557292
r1_009,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L2,R1,R1,0,2,rep,2495.0722222222225
r1_009,2,C,f,,,,L,L,L,L,L,L,L,L,R,,,,X,L,R,R,1,1,rep,2431.4935409035406
r1_009,3,R,b,,,,,,,L2,L2,L2,L2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2492.5355555555557
r1_009,2,L,a,R,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,rep,2402.524696877197
r1_010,3,C,b,,,,X1,X1,L3,L3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R3,0,2,rep,2451.943174603175
r1_010,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,rep,2553.2817065342065
r1_010,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2558.988888888889
r1_010,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_011,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_011,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,R2,,,,,,,L1,L1,R1,R2,0,1,rep,2538.3666666666672
r1_011,2,L,m,L,L,L,X,L,X,X,L,R,,,,,,,L,L,R,R,0,2,rep,2486.111317941318
r1_011,3,C,a,,,,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,L1,L1,R1,R1,0,3,rep,2482.8034920634923
r1_012,3,C,m,,,,X1,X1,X1,X1,X1,X1,R2,R2,R2,,,,L2,L1,R1,R2,0,2,rep,2482.4733333333334
r1_012,2,C,f,,,,L,L,L,L,R,X,X,X,X,,,,L,L,R,R,0,1,rep,2457.3177705627704
r1_012,3,R,b,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R1,L1,L1,R1,R1,0,3,rep,2532.83746031746
r1_012,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,rep,2553.2817065342065
r1_013,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_013,3,L,f,R2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R1,0,1,rep,2475.103386243386
r1_013,2,L,m,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2487.083068783069
r1_013,3,C,a,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,3,rep,2484.066507936508
r1_014,3,L,m,L2,L2,L2,R2,L2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,4,rep,2463.264126984127
r1_014,2,C,a,,,,L,L,L,L,L,L,L,R,R,,,,L,L,R,R,0,3,rep,2477.677455692456
r1_014,3,R,f,,,,,,,L2,X1,X1,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2499.955555555556
r1_014,2,L,b,L,L,L,R,R,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2453.6183240833243
r1_015,2,R,f,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2535.466556961557
r1_015,3,L,b,L2,L2,L2,L2,L2,L2,L2,L3,L3,,,,,,,L1,L1,R1,R1,0,1,rep,2554.1555555555556
r1_015,2,C,m,,,,L,L,R,R,R,R,R,R,R,,,,L,L,R,X,1,2,rep,2432.4002671402677
r1_015,3,R,a,,,,,,,X1,X1,X1,X1,X1,R2,X1,X1,R2,L1,L1,R1,R1,0,3,rep,2501.4866666666667
r1_016,3,C,b,,,,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,L1,L2,R1,R3,0,4,rep,2488.022222222223
r1_016,3,R,m,,,,,,,L3,X1,L3,X1,X1,X1,R3,R2,R3,L1,L1,R1,R3,0,1,rep,2479.5666666666666
r1_016,2,L,f,X,X,X,X,X,X,X,R,X,,,,,,,L,L,R,R,0,2,rep,2479.8029365079365
r1_016,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,rep,2513.9808465608467
r1_018,3,C,b,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,4,rep,2479.787936507936
r1_018,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R1,L1,L1,R1,R1,0,1,rep,2549.5656084656084
r1_018,2,L,f,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,0,2,rep,2519.055407185407
r1_018,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,rep,2524.84303992304
r1_019,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_019,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,X1,X1,,,,L1,L1,R1,R1,0,1,rep,2476.38126984127
r1_019,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.1562578162584
r1_019,3,L,a,L2,L2,L2,L2,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,rep,2525.9333333333334
r1_020,3,L,m,L2,R3,R3,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,4,rep,2445.4111111111115
r1_020,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,rep,2477.9032017057016
r1_020,3,R,f,,,,,,,L3,L3,L3,L3,X1,X1,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2476.4666666666667
r1_020,2,L,b,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.8852236652237
r1_021,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_021,3,C,f,,,,L2,L2,L2,L2,L2,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,rep,2480.9487301587305
r1_021,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.1562578162584
r1_021,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,rep,2558.988888888889
r1_022,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_022,3,L,b,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,rep,2561.6222222222223
r1_022,2,C,m,,,,L,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2473.143117068117
r1_022,3,R,a,,,,,,,L3,L3,L3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2512.1055555555554
r1_023,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169
r1_023,3,R,b,,,,,,,L2,L2,L2,L2,X1,R2,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2479.746666666667
r1_023,2,C,f,,,,X,X,X,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2473.660666185666
r1_023,2,L,a,L,L,L,X,X,X,X,X,R,,,,,,,L,L,R,R,0,3,rep,2500.9155555555553
r1_024,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_024,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,rep,2558.988888888889
r1_024,2,L,m,L,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,rep,2492.1836507936505
r1_024,3,C,a,,,,L2,L2,L2,L2,L2,L2,L2,X1,X1,,,,L1,L1,R1,R1,0,3,rep,2476.38126984127
r1_025,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_025,3,L,a,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,rep,2508.088888888889
r1_025,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R2,R1,0,1,rep,2506.633333333333
r1_025,2,C,b,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,rep,2492.815052910053
r1_026,3,C,b,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R3,0,4,rep,2506.9111111111115
r1_026,3,R,m,,,,,,,L2,L3,L3,X1,X1,X1,X1,R3,R3,L1,L1,R2,R1,0,1,rep,2468.522222222223
r1_026,2,L,f,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2513.9808465608467
r1_026,2,R,a,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,R,0,3,rep,2521.222972582973
r1_027,3,L,m,L2,L2,L2,L2,L1,L2,L2,R2,R2,,,,,,,L1,L1,R1,R1,0,4,rep,2511.331031746032
r1_027,3,R,f,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2558.988888888889
r1_027,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2470.6035594035598
r1_027,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,3,rep,2478.8433140933143
r1_028,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L2,L2,R1,R3,0,4,rep,2464.2967243867242
r1_028,3,R,b,,,,,,,L3,X1,X1,X1,X1,X1,X1,R2,R2,R3,L1,R1,R1,1,1,rep,2394.7
r1_028,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,rep,2481.775945165946
r1_028,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,rep,2553.2817065342065
r1_029,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,rep,2506.9316022866024
r1_029,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,rep,2558.988888888889
r1_029,2,L,m,X,X,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,rep,2471.6492592592595
r1_029,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,3,rep,2497.7388888888886
r1_030,3,C,b,,,,L3,L3,L3,L3,R3,R3,R3,R3,R2,,,,L1,L1,X1,X1,2,2,rep,2409.527777777778
r1_030,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,rep,2553.2817065342065
r1_030,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L3,L1,R1,R1,0,3,rep,2561.6333333333337
r1_030,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_031,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_031,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,X1,X1,,,,L1,L1,R1,R1,0,1,rep,2476.38126984127
r1_031,2,C,b,,,,L,X,X,R,R,R,R,R,R,,,,L,L,R,R,0,3,rep,2472.346936026936
r1_031,3,L,a,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,2,rep,2486.266666666667
r1_032,3,L,b,L3,X1,X1,X1,X1,L3,L3,R3,R3,,,,,,,L3,R3,R1,R1,1,3,rep,2356.594444444445
r1_032,3,R,a,,,,,,,L3,L3,L3,X1,X1,X1,R3,R3,R3,L1,L1,R1,R1,0,1,rep,2482.688888888889
r1_032,2,R,f,,,,,,,X,X,X,X,R,X,X,X,X,L,L,R,R,0,2,rep,2483.0735714285715
r1_032,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,rep,2506.0888888888894
r1_033,3,R,b,,,,,,,L2,L2,L2,L2,R2,R2,R2,R2,R2,X1,L1,R1,R1,1,1,rep,2447.1244444444446
r1_033,2,L,a,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,4,rep,2487.083068783069
r1_033,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,2,rep,2477.9032017057016
r1_033,3,C,m,,,,L2,L2,L2,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,rep,2490.8855555555556
r1_034,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_034,3,L,f,R2,L2,R2,L1,L2,R1,R2,L2,R2,,,,,,,L1,R1,L1,R1,2,1,rep,2182.2922222222223
r1_034,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2506.088888888889
r1_034,3,C,a,,,,L2,R2,L2,R2,L2,R2,L2,R2,L2,,,,L1,L1,R1,R1,0,3,rep,2386.7179365079364
r1_035,3,L,m,L3,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,4,rep,2558.0000000000005
r1_035,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2527.05
r1_035,2,L,b,L,X,L,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2505.697513227514
r1_035,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,rep,2506.0888888888894
r1_036,3,C,b,,,,X1,X1,X1,X1,X1,X1,X1,R2,X1,,,,L1,L1,R1,R1,0,4,rep,2493.094444444445
r1_036,3,R,m,,,,,,,L3,L3,L3,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2476.072222222222
r1_036,2,L,f,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2510.0529365079365
r1_036,2,R,a,,,,,,,X,X,L,X,L,X,X,X,X,L,L,R,R,0,3,rep,2436.516507936508
r1_037,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,rep,2513.9808465608467
r1_037,3,L,b,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R2,R2,0,1,rep,2519.0555555555557
r1_037,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,rep,2499.0529365079365
r1_037,3,R,a,,,,,,,L2,L2,L3,L3,L3,L3,L3,R2,R2,L1,L1,R1,R1,0,3,rep,2442.9555555555557
r1_038,2,R,b,,,,,,,R,R,R,R,L,L,L,L,L,R,L,R,L,2,1,rep,2182.836998556998
r1_038,3,C,a,,,,L3,L3,L3,L3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2487.515396825397
r1_038,3,L,f,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,2,rep,2562.6833333333334
r1_038,2,L,m,L,X,X,L,L,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2489.0287566137567
r1_039,2,C,f,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,3,rep,2478.8433140933143
r1_039,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,R1,0,4,rep,2557.5333333333338
r1_039,3,C,m,,,,X1,X1,R3,R3,R3,R3,R3,R3,R2,,,,L1,L1,R1,R1,0,2,rep,2481.7166666666667
r1_039,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,rep,2534.517259037259
r1_040,3,L,m,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,4,rep,2561.505555555556
r1_040,3,R,f,,,,,,,L3,L3,L3,L3,X1,X1,R3,R3,R2,L1,L1,R1,R1,0,1,rep,2475.2444444444445
r1_040,2,L,b,L,L,L,X,X,X,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.5122222222226
r1_040,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,rep,2506.0888888888894
r1_041,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_041,3,L,b,L2,L2,L2,L2,L2,L2,L2,X1,X1,,,,,,,X1,L1,R1,R1,1,1,rep,2488.0444444444447
r1_041,2,C,m,,,,L,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2473.143117068117
r1_041,3,R,a,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2541.6000000000004
r1_042,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_042,3,L,a,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,rep,2520.8055555555557
r1_042,3,C,f,,,,L3,L3,L3,L3,L3,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,rep,2486.1722222222224
r1_042,2,C,b,,,,X,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2471.973513893514
r1_043,3,C,b,,,,L2,R3,L3,L3,R3,R3,R3,R3,R3,,,,L3,L1,R1,X1,1,4,rep,2414.344444444445
r1_043,2,R,a,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,rep,2510.0529365079365
r1_043,3,R,m,,,,,,,L3,L3,L3,X1,X1,X1,R3,R3,R2,L1,L1,R1,R1,0,1,rep,2482.383333333333
r1_043,2,L,f,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.8852236652237
r1_044,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,2,rep,2508.0888888888894
r1_044,2,C,f,,,,L,L,L,L,L,X,X,X,X,,,,X,L,X,R,2,1,rep,2374.9201803751803
r1_044,3,R,b,,,,,,,L2,L2,L2,L2,L3,L3,L3,L3,R2,L1,L1,L3,R1,1,3,rep,2351.891111111111
r1_044,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,rep,2553.2817065342065
r1_045,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169
r1_045,3,R,m,,,,,,,L2,L2,L2,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2471.1155555555556
r1_045,2,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2487.083068783069
r1_045,2,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,0,3,rep,2503.1263416213415
r1_046,2,R,f,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,2,rep,2524.84303992304
r1_046,2,C,m,,,,L,L,L,L,L,L,L,X,X,,,,X,L,R,R,1,1,rep,2419.179658674659
r1_046,3,L,b,L2,L2,X1,X1,X1,L3,L3,X1,X1,,,,,,,L3,L1,R1,R1,0,3,rep,2479.444444444445
r1_046,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,4,rep,2561.6222222222223
r1_047,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_047,3,C,f,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,1,rep,2484.066507936508
r1_047,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,rep,2506.0888888888894
r1_047,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,rep,2562.811111111111
r1_048,2,R,b,,,,,,,R,R,R,R,X,R,X,X,X,R,L,R,R,1,4,rep,2338.598941613942
r1_048,3,L,f,X1,L2,L2,L2,X1,X1,L1,L2,L2,,,,,,,L1,L1,X1,X1,2,1,rep,2366.6339682539683
r1_048,2,L,m,L,L,L,X,X,X,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.5122222222226
r1_048,3,C,a,,,,L2,R2,R2,R2,L2,R2,R2,R1,R2,,,,X1,X1,R2,R1,2,3,rep,2359.3206084656085
r1_049,3,L,m,L2,L2,X1,L2,L2,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,4,rep,2510.253333333333
r1_049,3,R,f,,,,,,,L2,L2,L2,X1,X1,X1,X1,X1,R2,L1,L1,R2,R1,0,1,rep,2462.2100000000005
r1_049,2,L,b,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2487.083068783069
r1_049,2,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,0,3,rep,2478.8433140933143
r1_050,2,R,f,,,,,,,X,L,L,L,X,R,R,R,R,L,L,R,R,0,4,rep,2466.248184223184
r1_050,3,L,b,L2,L3,L2,L3,L3,L3,L3,L3,L2,,,,,,,X1,L1,R2,R1,1,1,rep,2497.3366666666666
r1_050,2,C,m,,,,X,X,X,X,R,X,R,R,R,,,,L,L,R,R,0,2,rep,2473.7259451659456
r1_050,3,R,a,,,,,,,L3,L3,L3,R2,L3,R2,R2,L3,R2,L1,L1,R1,R1,0,3,rep,2442.7188888888886
r1_051,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_051,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,rep,2558.988888888889
